content_length_category,content_age,decade,genre_count
Medium,10,2010s,1
Medium,9,2010s,1
Medium,10,2010s,1
Medium,9,2010s,3
Long,10,2010s,3
Long,34,1990s,3
Long,25,2000s,3
Medium,20,2000s,3
Medium,10,2010s,3
Long,25,2000s,3
Medium,9,2010s,1
Medium,10,2010s,3
Medium,9,2010s,2
Medium,13,2010s,3
Short,9,2010s,1
Medium,10,2010s,3
Medium,9,2010s,1
Long,10,2010s,2
Medium,11,2010s,2
Medium,11,2010s,2
Medium,9,2010s,3
Medium,9,2010s,1
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,2
Medium,11,2010s,3
Medium,16,2010s,2
Medium,10,2010s,2
Medium,11,2010s,2
Medium,9,2010s,2
Medium,9,2010s,1
Medium,10,2010s,3
Medium,9,2010s,1
Long,49,1970s,2
Short,9,2010s,3
Medium,9,2010s,1
Medium,12,2010s,1
Long,11,2010s,3
Long,12,2010s,3
Medium,11,2010s,3
Medium,10,2010s,3
Medium,10,2010s,3
Medium,12,2010s,2
Medium,9,2010s,1
Medium,11,2010s,2
Medium,10,2010s,2
Medium,9,2010s,3
Medium,10,2010s,2
Medium,9,2010s,1
Short,9,2010s,1
Long,10,2010s,2
Medium,9,2010s,1
Medium,9,2010s,1
Medium,18,2000s,3
Medium,12,2010s,2
Medium,12,2010s,2
Long,12,2010s,2
Medium,10,2010s,2
Medium,9,2010s,2
Medium,11,2010s,3
Medium,9,2010s,1
Medium,10,2010s,3
Medium,9,2010s,2
Short,13,2010s,1
Medium,10,2010s,2
Medium,10,2010s,2
Medium,9,2010s,1
Medium,10,2010s,3
Medium,19,2000s,2
Medium,15,2010s,3
Long,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,2
Medium,10,2010s,2
Short,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,11,2010s,2
Medium,11,2010s,2
Medium,10,2010s,3
Short,10,2010s,1
Medium,10,2010s,1
Short,11,2010s,2
Medium,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,3
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,1
Medium,10,2010s,2
Short,10,2010s,2
Medium,12,2010s,2
Short,13,2010s,1
Medium,11,2010s,2
Medium,11,2010s,3
Medium,10,2010s,3
Medium,47,1970s,1
Medium,10,2010s,3
Medium,10,2010s,2
Medium,10,2010s,1
Medium,10,2010s,2
Medium,14,2010s,3
Medium,10,2010s,1
Medium,14,2010s,1
Medium,10,2010s,1
Medium,10,2010s,3
Medium,10,2010s,1
Medium,14,2010s,3
Medium,10,2010s,2
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Short,11,2010s,1
Medium,10,2010s,1
Short,10,2010s,1
Medium,11,2010s,3
Medium,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,1
Medium,10,2010s,3
Medium,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,2
Medium,10,2010s,1
Medium,10,2010s,3
Medium,14,2010s,3
Medium,18,2000s,3
Medium,16,2010s,3
Medium,11,2010s,3
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,3
Short,10,2010s,2
Medium,10,2010s,1
Medium,11,2010s,2
Medium,16,2010s,2
Medium,10,2010s,3
Medium,11,2010s,3
Medium,10,2010s,2
Short,10,2010s,1
Long,10,2010s,2
Medium,11,2010s,3
Medium,10,2010s,2
Medium,13,2010s,2
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,3
Medium,10,2010s,1
Long,16,2010s,1
Short,10,2010s,1
Medium,14,2010s,2
Short,10,2010s,1
Medium,10,2010s,1
Short,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,2
Medium,10,2010s,2
Long,11,2010s,1
Short,16,2010s,1
Medium,21,2000s,1
Medium,17,2000s,1
Medium,14,2010s,1
Medium,12,2010s,1
Medium,10,2010s,1
Medium,15,2010s,1
Medium,32,1990s,1
Short,18,2000s,1
Short,18,2000s,1
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,1
Medium,11,2010s,1
Medium,10,2010s,3
Medium,10,2010s,1
Medium,11,2010s,3
Medium,10,2010s,1
Medium,10,2010s,3
Medium,11,2010s,3
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,1
Medium,10,2010s,1
Medium,10,2010s,2
Medium,10,2010s,1
Long,10,2010s,2
Medium,10,2010s,2
Medium,19,2000s,2
Short,10,2010s,2
Medium,11,2010s,2
Medium,10,2010s,1
Medium,10,2010s,2
Medium,10,2010s,3
Medium,10,2010s,2
Medium,11,2010s,2
Medium,10,2010s,1
Medium,10,2010s,1
Medium,18,2000s,3
Medium,16,2010s,2
Medium,10,2010s,1
Short,11,2010s,1
Medium,11,2010s,1
Medium,11,2010s,2
Medium,11,2010s,2
Short,11,2010s,2
Medium,11,2010s,3
Medium,11,2010s,1
Medium,11,2010s,3
Medium,11,2010s,1
Medium,11,2010s,2
Short,11,2010s,1
Long,11,2010s,2
Medium,11,2010s,3
Medium,11,2010s,2
Medium,11,2010s,1
Medium,11,2010s,2
Medium,12,2010s,1
Medium,11,2010s,3
Medium,11,2010s,1
Medium,11,2010s,2
Medium,12,2010s,3
Medium,11,2010s,1
Medium,11,2010s,1
Medium,11,2010s,2
Medium,11,2010s,3
Long,12,2010s,3
Medium,11,2010s,1
Medium,11,2010s,1
Medium,11,2010s,2
Medium,11,2010s,1
Short,11,2010s,1
Medium,11,2010s,1
Medium,11,2010s,1
Short,11,2010s,1
Medium,11,2010s,1
Short,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,2
Medium,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,1
Medium,12,2010s,2
Short,13,2010s,1
Medium,12,2010s,1
Medium,13,2010s,2
Long,13,2010s,3
Medium,13,2010s,3
Medium,13,2010s,1
Medium,15,2010s,1
Medium,38,1980s,1
Medium,40,1980s,1
Medium,40,1980s,1
Medium,36,1990s,1
Medium,38,1980s,2
Medium,39,1980s,1
Medium,37,1980s,1
Medium,38,1980s,1
Medium,35,1990s,2
Medium,36,1990s,1
Medium,35,1990s,2
Medium,26,2000s,3
Medium,16,2010s,2
Short,17,2000s,1
Medium,19,2000s,2
Medium,20,2000s,3
Medium,17,2000s,3
Long,18,2000s,1
Medium,29,1990s,1
Medium,7,2010s,2
Long,18,2000s,3
Long,12,2010s,3
Long,8,2010s,2
Long,7,2010s,3
Medium,9,2010s,1
Long,8,2010s,3
Medium,9,2010s,2
Medium,9,2010s,2
Medium,11,2010s,1
Medium,6,2020s,2
Medium,8,2010s,2
Medium,9,2010s,2
Medium,16,2010s,2
Medium,21,2000s,2
Medium,12,2010s,2
Medium,9,2010s,3
Medium,18,2000s,1
Medium,8,2010s,2
Medium,10,2010s,1
Medium,9,2010s,3
Medium,11,2010s,3
Medium,12,2010s,2
Short,9,2010s,1
Medium,16,2010s,2
Medium,8,2010s,2
Medium,20,2000s,1
Medium,17,2000s,1
Medium,7,2010s,3
Medium,8,2010s,2
Medium,13,2010s,2
Medium,11,2010s,2
Medium,8,2010s,1
Medium,10,2010s,2
Medium,13,2010s,1
Medium,10,2010s,3
Medium,9,2010s,1
Medium,8,2010s,3
Medium,9,2010s,1
Medium,26,2000s,2
Long,23,2000s,3
Medium,11,2010s,2
Long,10,2010s,3
Short,8,2010s,2
Medium,10,2010s,2
Medium,15,2010s,2
Medium,37,1980s,2
Medium,9,2010s,1
Medium,11,2010s,2
Medium,9,2010s,3
Medium,12,2010s,3
Medium,22,2000s,2
Medium,15,2010s,3
Long,14,2010s,2
Medium,9,2010s,3
Medium,12,2010s,3
Medium,9,2010s,3
Long,8,2010s,3
Medium,9,2010s,1
Medium,10,2010s,3
Medium,10,2010s,2
Long,49,1970s,3
Long,55,1970s,3
Medium,33,1990s,2
Medium,11,2010s,2
Medium,10,2010s,1
Long,10,2010s,3
Medium,14,2010s,2
Medium,9,2010s,1
Medium,13,2010s,2
Medium,7,2010s,2
Medium,15,2010s,3
Medium,10,2010s,1
Medium,8,2010s,1
Medium,14,2010s,2
Long,12,2010s,2
Medium,12,2010s,1
Medium,9,2010s,2
Medium,28,1990s,2
Medium,11,2010s,2
Medium,11,2010s,2
Medium,13,2010s,3
Medium,15,2010s,3
Short,15,2010s,1
Medium,10,2010s,2
Long,15,2010s,2
Medium,17,2000s,2
Medium,11,2010s,2
Medium,11,2010s,2
Medium,30,1990s,2
Medium,14,2010s,1
Medium,24,2000s,2
Medium,18,2000s,3
Medium,9,2010s,1
Medium,8,2010s,1
Medium,7,2010s,1
Medium,8,2010s,3
Long,15,2010s,3
Long,9,2010s,2
Long,13,2010s,3
Long,15,2010s,2
Medium,16,2010s,2
Long,16,2010s,3
Long,11,2010s,3
Medium,14,2010s,3
Long,10,2010s,3
Short,14,2010s,2
Medium,24,2000s,3
Medium,11,2010s,2
Medium,10,2010s,3
Medium,11,2010s,2
Long,19,2000s,3
Medium,14,2010s,1
Medium,16,2010s,2
Medium,8,2010s,1
Medium,12,2010s,3
Medium,13,2010s,3
Medium,9,2010s,3
Medium,8,2010s,1
Medium,14,2010s,1
Medium,8,2010s,1
Medium,18,2000s,2
Medium,14,2010s,2
Medium,8,2010s,1
Long,20,2000s,3
Medium,14,2010s,1
Long,11,2010s,3
Long,22,2000s,3
Medium,9,2010s,2
Medium,10,2010s,1
Medium,8,2010s,3
Medium,52,1970s,3
Medium,9,2010s,1
Medium,8,2010s,3
Medium,10,2010s,1
Medium,8,2010s,3
Medium,37,1980s,1
Medium,7,2010s,2
Medium,10,2010s,2
Medium,8,2010s,2
Medium,20,2000s,1
Medium,8,2010s,1
Medium,10,2010s,1
Medium,25,2000s,1
Short,13,2010s,1
Short,12,2010s,1
Medium,9,2010s,1
Medium,7,2010s,2
Medium,11,2010s,3
Long,49,1970s,3
Long,15,2010s,2
Medium,10,2010s,1
Medium,9,2010s,1
Long,27,1990s,1
Medium,9,2010s,1
Short,9,2010s,1
Short,8,2010s,1
Medium,7,2010s,1
Medium,12,2010s,2
Medium,28,1990s,1
Long,10,2010s,2
Short,8,2010s,2
Medium,26,2000s,3
Medium,7,2010s,1
Long,11,2010s,3
Medium,13,2010s,2
Medium,40,1980s,1
Medium,35,1990s,1
Medium,27,1990s,1
Medium,26,2000s,1
Medium,14,2010s,2
Medium,8,2010s,2
Medium,12,2010s,3
Medium,9,2010s,3
Medium,9,2010s,3
Medium,11,2010s,2
Medium,25,2000s,2
Medium,23,2000s,1
Medium,11,2010s,3
Long,13,2010s,3
Medium,10,2010s,1
Medium,10,2010s,3
Medium,8,2010s,3
Medium,9,2010s,2
Medium,8,2010s,1
Medium,8,2010s,2
Long,19,2000s,3
Medium,9,2010s,1
Medium,10,2010s,1
Medium,15,2010s,3
Medium,11,2010s,3
Medium,11,2010s,2
Medium,8,2010s,3
Medium,15,2010s,3
Medium,15,2010s,2
Medium,15,2010s,2
Medium,12,2010s,2
Long,29,1990s,2
Medium,7,2010s,3
Long,10,2010s,3
Medium,10,2010s,2
Medium,8,2010s,2
Long,14,2010s,3
Medium,12,2010s,2
Medium,10,2010s,3
Short,32,1990s,1
Medium,12,2010s,3
Long,8,2010s,2
Medium,9,2010s,3
Long,10,2010s,3
Medium,13,2010s,3
Medium,21,2000s,2
Long,20,2000s,2
Medium,10,2010s,2
Medium,10,2010s,3
Medium,12,2010s,3
Medium,7,2010s,3
Medium,11,2010s,2
Medium,31,1990s,2
Long,23,2000s,2
Medium,9,2010s,1
Medium,10,2010s,2
Medium,20,2000s,2
Medium,7,2010s,1
Medium,31,1990s,2
Medium,25,2000s,1
Medium,22,2000s,1
Long,9,2010s,2
Medium,11,2010s,3
Medium,9,2010s,3
Medium,11,2010s,3
Long,16,2010s,2
Medium,24,2000s,2
Long,17,2000s,3
Long,11,2010s,3
Medium,17,2000s,2
Medium,9,2010s,2
Medium,13,2010s,1
Medium,16,2010s,1
Medium,11,2010s,1
Medium,11,2010s,1
Medium,10,2010s,1
Medium,16,2010s,1
Medium,15,2010s,1
Medium,10,2010s,1
Medium,14,2010s,1
Medium,9,2010s,1
Medium,11,2010s,2
Medium,13,2010s,2
Long,31,1990s,3
Medium,28,1990s,2
Long,34,1990s,2
Medium,8,2010s,2
Long,54,1970s,3
Long,44,1980s,3
Medium,11,2010s,1
Medium,10,2010s,3
Short,13,2010s,2
Medium,29,1990s,2
Short,13,2010s,3
Medium,30,1990s,2
Medium,34,1990s,1
Medium,18,2000s,3
Medium,10,2010s,2
Long,19,2000s,2
Medium,18,2000s,2
Medium,10,2010s,1
Medium,11,2010s,2
Medium,9,2010s,3
Medium,10,2010s,3
Medium,11,2010s,3
Medium,10,2010s,3
Medium,7,2010s,2
Medium,22,2000s,2
Short,48,1970s,1
Medium,14,2010s,3
Medium,7,2010s,3
Medium,12,2010s,2
Medium,9,2010s,1
Long,21,2000s,3
Medium,16,2010s,3
Medium,13,2010s,3
Medium,8,2010s,3
Long,20,2000s,3
Medium,8,2010s,1
Long,19,2000s,3
Medium,23,2000s,3
Long,9,2010s,3
Medium,9,2010s,1
Medium,27,1990s,1
Medium,24,2000s,2
Long,8,2010s,1
Medium,9,2010s,1
Medium,9,2010s,2
Medium,24,2000s,2
Medium,16,2010s,1
Medium,26,2000s,3
Medium,8,2010s,2
Long,9,2010s,2
Long,11,2010s,3
Medium,8,2010s,3
Medium,9,2010s,3
Medium,10,2010s,3
Medium,14,2010s,3
Medium,7,2010s,1
Long,25,2000s,2
Medium,11,2010s,2
Long,8,2010s,2
Medium,9,2010s,1
Medium,19,2000s,2
Medium,9,2010s,3
Medium,13,2010s,1
Medium,11,2010s,1
Long,8,2010s,3
Medium,10,2010s,2
Medium,11,2010s,1
Medium,9,2010s,3
Medium,10,2010s,2
Long,25,2000s,1
Long,13,2010s,3
Medium,13,2010s,3
Medium,10,2010s,1
Medium,13,2010s,2
Medium,27,1990s,2
Medium,16,2010s,3
Medium,9,2010s,1
Medium,8,2010s,1
Short,11,2010s,1
Medium,9,2010s,1
Long,53,1970s,3
Medium,8,2010s,3
Medium,10,2010s,1
Medium,9,2010s,3
Medium,18,2000s,2
Medium,9,2010s,1
Medium,11,2010s,2
Medium,59,1960s,3
Medium,23,2000s,3
Medium,9,2010s,2
Medium,10,2010s,2
Medium,9,2010s,3
Medium,13,2010s,1
Medium,10,2010s,2
Medium,8,2010s,3
Medium,19,2000s,2
Medium,10,2010s,2
Medium,11,2010s,3
Medium,8,2010s,2
Medium,21,2000s,2
Medium,9,2010s,1
Long,17,2000s,2
Medium,9,2010s,2
Medium,10,2010s,2
Medium,9,2010s,2
Medium,9,2010s,2
Medium,8,2010s,2
Medium,10,2010s,2
Medium,8,2010s,2
Medium,16,2010s,2
Medium,9,2010s,1
Long,8,2010s,3
Medium,9,2010s,2
Medium,66,1960s,3
Medium,10,2010s,3
Medium,10,2010s,2
Long,12,2010s,3
Medium,10,2010s,3
Long,8,2010s,3
Long,11,2010s,2
Short,9,2010s,1
Short,9,2010s,1
Medium,10,2010s,2
Medium,9,2010s,3
Medium,12,2010s,2
Medium,28,1990s,2
Medium,34,1990s,2
Medium,7,2010s,1
Long,9,2010s,3
Medium,10,2010s,2
Long,18,2000s,2
Medium,11,2010s,3
Medium,50,1970s,3
Medium,17,2000s,3
Medium,14,2010s,1
Long,20,2000s,1
Long,34,1990s,3
Medium,34,1990s,3
Medium,68,1950s,2
Medium,11,2010s,1
Medium,16,2010s,2
Medium,8,2010s,2
Medium,10,2010s,3
Long,14,2010s,2
Medium,26,2000s,1
Long,12,2010s,3
Long,16,2010s,3
Long,26,2000s,3
Medium,9,2010s,3
Medium,16,2010s,2
Medium,8,2010s,1
Medium,10,2010s,3
Medium,9,2010s,1
Medium,21,2000s,2
Medium,23,2000s,2
Medium,53,1970s,2
Long,13,2010s,3
Medium,29,1990s,3
Long,9,2010s,3
Medium,10,2010s,2
Medium,11,2010s,3
Medium,14,2010s,2
Medium,8,2010s,1
Medium,8,2010s,1
Medium,8,2010s,1
Medium,7,2010s,1
Medium,9,2010s,2
Medium,21,2000s,2
Medium,8,2010s,3
Medium,38,1980s,2
Medium,9,2010s,2
Medium,9,2010s,1
Medium,14,2010s,3
Long,58,1960s,3
Medium,17,2000s,2
Medium,9,2010s,2
Medium,12,2010s,3
Medium,14,2010s,2
Medium,11,2010s,3
Medium,22,2000s,2
Medium,8,2010s,3
Medium,20,2000s,3
Medium,9,2010s,2
Long,51,1970s,3
Medium,17,2000s,3
Long,24,2000s,3
Medium,10,2010s,3
Medium,7,2010s,2
Medium,16,2010s,2
Medium,33,1990s,1
Medium,8,2010s,1
Medium,53,1970s,2
Medium,20,2000s,2
Long,9,2010s,2
Medium,13,2010s,2
Long,14,2010s,3
Long,12,2010s,2
Medium,18,2000s,3
Long,21,2000s,2
Medium,19,2000s,2
Medium,9,2010s,3
Medium,10,2010s,3
Medium,11,2010s,3
Medium,18,2000s,2
Medium,10,2010s,2
Medium,9,2010s,1
Long,24,2000s,3
Medium,10,2010s,2
Short,10,2010s,3
Medium,13,2010s,3
Medium,12,2010s,3
Medium,9,2010s,2
Medium,12,2010s,3
Medium,18,2000s,3
Medium,12,2010s,2
Long,59,1960s,2
Medium,9,2010s,2
Short,10,2010s,2
Medium,17,2000s,1
Medium,8,2010s,2
Medium,10,2010s,3
Medium,22,2000s,2
Medium,10,2010s,3
Medium,26,2000s,3
Medium,9,2010s,1
Medium,13,2010s,1
Medium,11,2010s,3
Long,11,2010s,2
Medium,37,1980s,1
Medium,23,2000s,2
Medium,7,2010s,3
Medium,11,2010s,3
Long,9,2010s,2
Medium,11,2010s,3
Medium,13,2010s,3
Medium,9,2010s,2
Medium,10,2010s,3
Medium,11,2010s,2
Medium,29,1990s,1
Medium,11,2010s,3
Medium,10,2010s,3
Medium,10,2010s,2
Medium,11,2010s,3
Medium,23,2000s,3
Long,10,2010s,2
Medium,35,1990s,3
Medium,9,2010s,2
Medium,8,2010s,2
Medium,11,2010s,1
Medium,8,2010s,1
Medium,20,2000s,3
Medium,8,2010s,2
Medium,10,2010s,3
Medium,10,2010s,3
Short,14,2010s,2
Medium,15,2010s,2
Medium,16,2010s,1
Medium,9,2010s,1
Short,9,2010s,2
Long,24,2000s,2
Medium,10,2010s,1
Medium,8,2010s,2
Medium,12,2010s,2
Long,8,2010s,1
Medium,34,1990s,1
Medium,8,2010s,2
Medium,9,2010s,2
Medium,9,2010s,2
Medium,10,2010s,1
Medium,7,2010s,1
Medium,10,2010s,2
Medium,9,2010s,3
Long,22,2000s,2
Long,19,2000s,3
Long,8,2010s,3
Medium,9,2010s,1
Medium,9,2010s,2
Medium,11,2010s,2
Long,24,2000s,1
Long,24,2000s,3
Medium,16,2010s,1
Medium,41,1980s,2
Medium,9,2010s,1
Medium,9,2010s,1
Medium,17,2000s,3
Long,61,1960s,3
Medium,10,2010s,2
Medium,7,2010s,1
Medium,12,2010s,2
Medium,7,2010s,2
Medium,11,2010s,2
Medium,11,2010s,1
Medium,16,2010s,1
Medium,11,2010s,3
Medium,10,2010s,3
Medium,9,2010s,3
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,3
Long,29,1990s,2
Medium,21,2000s,3
Medium,37,1980s,3
Medium,18,2000s,2
Medium,9,2010s,1
Medium,23,2000s,2
Medium,8,2010s,2
Medium,30,1990s,2
Medium,11,2010s,2
Medium,26,2000s,2
Medium,9,2010s,2
Medium,8,2010s,1
Short,9,2010s,1
Medium,9,2010s,3
Medium,9,2010s,2
Medium,8,2010s,1
Medium,12,2010s,3
Long,23,2000s,3
Medium,23,2000s,1
Short,10,2010s,1
Medium,12,2010s,2
Medium,11,2010s,1
Medium,16,2010s,2
Long,16,2010s,2
Medium,43,1980s,1
Long,8,2010s,3
Long,11,2010s,2
Medium,17,2000s,3
Long,22,2000s,3
Medium,14,2010s,1
Medium,9,2010s,2
Medium,9,2010s,2
Medium,10,2010s,3
Long,20,2000s,2
Medium,10,2010s,1
Medium,7,2010s,2
Medium,12,2010s,2
Medium,11,2010s,2
Short,10,2010s,2
Medium,11,2010s,1
Medium,10,2010s,2
Medium,10,2010s,2
Medium,10,2010s,3
Medium,12,2010s,2
Medium,20,2000s,2
Long,24,2000s,3
Medium,14,2010s,1
Medium,13,2010s,2
Medium,10,2010s,1
Medium,8,2010s,3
Medium,53,1970s,2
Medium,11,2010s,3
Medium,24,2000s,3
Medium,36,1990s,3
Medium,41,1980s,3
Medium,10,2010s,3
Medium,8,2010s,3
Medium,8,2010s,3
Medium,19,2000s,3
Medium,29,1990s,2
Medium,7,2010s,3
Long,7,2010s,3
Medium,25,2000s,2
Medium,11,2010s,3
Long,30,1990s,1
Short,13,2010s,2
Medium,14,2010s,2
Medium,25,2000s,1
Medium,7,2010s,3
Medium,16,2010s,2
Medium,15,2010s,3
Medium,12,2010s,2
Medium,9,2010s,2
Medium,9,2010s,2
Long,15,2010s,3
Medium,7,2010s,1
Long,28,1990s,1
Medium,9,2010s,3
Short,11,2010s,2
Medium,7,2010s,1
Medium,12,2010s,3
Medium,9,2010s,2
Medium,28,1990s,3
Medium,9,2010s,1
Long,55,1970s,3
Medium,11,2010s,2
Short,18,2000s,2
Medium,10,2010s,1
Medium,9,2010s,1
Medium,11,2010s,2
Medium,26,2000s,3
Medium,23,2000s,2
Medium,20,2000s,1
Medium,10,2010s,2
Medium,13,2010s,3
Medium,8,2010s,2
Medium,9,2010s,1
Medium,10,2010s,2
Short,9,2010s,2
Medium,11,2010s,1
Medium,7,2010s,3
Medium,44,1980s,2
Medium,18,2000s,1
Medium,10,2010s,2
Medium,8,2010s,3
Medium,48,1970s,2
Medium,9,2010s,2
Medium,11,2010s,3
Long,16,2010s,1
Medium,11,2010s,1
Long,14,2010s,2
Medium,7,2010s,1
Medium,8,2010s,1
Medium,49,1970s,1
Medium,9,2010s,3
Medium,70,1950s,3
Medium,8,2010s,3
Medium,10,2010s,3
Medium,15,2010s,1
Medium,18,2000s,2
Medium,32,1990s,3
Medium,19,2000s,2
Medium,14,2010s,3
Medium,8,2010s,3
Medium,19,2000s,2
Medium,33,1990s,2
Medium,11,2010s,1
Medium,10,2010s,2
Medium,11,2010s,2
Medium,7,2010s,2
Medium,17,2000s,1
Medium,10,2010s,2
Medium,9,2010s,3
Medium,16,2010s,2
Medium,10,2010s,3
Short,15,2010s,1
Short,15,2010s,1
Medium,18,2000s,2
Medium,11,2010s,3
Medium,10,2010s,1
Medium,7,2010s,3
Medium,9,2010s,2
Medium,17,2000s,2
Long,9,2010s,3
Medium,13,2010s,2
Medium,9,2010s,3
Long,24,2000s,1
Medium,17,2000s,3
Medium,15,2010s,3
Medium,10,2010s,2
Medium,10,2010s,2
Long,8,2010s,1
Medium,9,2010s,2
Medium,23,2000s,2
Medium,16,2010s,2
Medium,12,2010s,2
Medium,18,2000s,2
Medium,21,2000s,2
Long,36,1990s,3
Medium,9,2010s,1
Short,13,2010s,3
Medium,19,2000s,2
Short,12,2010s,3
Short,13,2010s,3
Long,29,1990s,3
Long,21,2000s,2
Medium,68,1950s,3
Medium,14,2010s,2
Medium,13,2010s,2
Medium,14,2010s,2
Medium,8,2010s,3
Medium,10,2010s,1
Long,9,2010s,2
Medium,12,2010s,2
Medium,8,2010s,2
Medium,9,2010s,3
Long,47,1970s,3
Short,13,2010s,2
Long,31,1990s,1
Medium,7,2010s,1
Medium,10,2010s,1
Long,20,2000s,2
Medium,8,2010s,1
Medium,10,2010s,2
Medium,12,2010s,1
Medium,7,2010s,3
Medium,14,2010s,2
Medium,21,2000s,1
Medium,12,2010s,2
Long,36,1990s,2
Medium,9,2010s,2
Medium,15,2010s,2
Medium,8,2010s,2
Long,25,2000s,3
Medium,23,2000s,2
Medium,11,2010s,3
Medium,18,2000s,1
Medium,13,2010s,3
Short,9,2010s,2
Medium,48,1970s,3
Medium,11,2010s,2
Medium,10,2010s,3
Medium,10,2010s,1
Medium,10,2010s,2
Medium,11,2010s,3
Short,11,2010s,2
Medium,11,2010s,2
Medium,13,2010s,2
Medium,13,2010s,2
Long,16,2010s,3
Medium,12,2010s,3
Medium,19,2000s,3
Medium,17,2000s,3
Medium,11,2010s,2
Long,26,2000s,3
Medium,39,1980s,2
Medium,9,2010s,2
Medium,9,2010s,1
Medium,13,2010s,1
Long,9,2010s,2
Medium,9,2010s,2
Medium,12,2010s,3
Medium,11,2010s,2
Medium,11,2010s,3
Short,21,2000s,2
Medium,18,2000s,2
Medium,22,2000s,2
Medium,11,2010s,1
Medium,16,2010s,2
Medium,11,2010s,2
Medium,10,2010s,1
Long,27,1990s,3
Medium,9,2010s,2
Medium,8,2010s,2
Medium,9,2010s,2
Medium,10,2010s,2
Medium,15,2010s,1
Medium,11,2010s,1
Medium,8,2010s,2
Medium,8,2010s,2
Medium,28,1990s,3
Medium,9,2010s,1
Long,25,2000s,2
Medium,9,2010s,1
Medium,10,2010s,1
Medium,11,2010s,3
Medium,10,2010s,2
Long,22,2000s,3
Long,13,2010s,3
Medium,8,2010s,1
Long,50,1970s,3
Medium,10,2010s,1
Medium,29,1990s,2
Medium,9,2010s,1
Medium,16,2010s,3
Medium,10,2010s,2
Medium,11,2010s,3
Medium,11,2010s,1
Medium,16,2010s,3
Medium,9,2010s,2
Medium,21,2000s,2
Short,10,2010s,2
Short,9,2010s,2
Long,11,2010s,3
Medium,20,2000s,3
Long,11,2010s,3
Medium,10,2010s,2
Medium,10,2010s,1
Medium,18,2000s,3
Medium,16,2010s,3
Long,9,2010s,2
Medium,7,2010s,3
Medium,15,2010s,2
Medium,8,2010s,1
Medium,15,2010s,2
Medium,8,2010s,3
Medium,8,2010s,1
Medium,9,2010s,3
Medium,13,2010s,3
Medium,13,2010s,2
Medium,10,2010s,2
Medium,9,2010s,2
Long,9,2010s,1
Medium,10,2010s,1
Medium,10,2010s,2
Medium,19,2000s,2
Medium,51,1970s,3
Medium,8,2010s,2
Medium,14,2010s,2
Medium,10,2010s,1
Medium,10,2010s,3
Medium,9,2010s,2
Medium,26,2000s,2
Medium,9,2010s,1
Medium,29,1990s,1
Medium,11,2010s,2
Medium,31,1990s,2
Short,10,2010s,1
Medium,14,2010s,2
Medium,17,2000s,2
Long,27,1990s,3
Long,20,2000s,3
Medium,12,2010s,3
Medium,16,2010s,1
Medium,11,2010s,2
Medium,10,2010s,3
Medium,8,2010s,3
Medium,21,2000s,3
Medium,10,2010s,3
Medium,16,2010s,3
Medium,10,2010s,2
Medium,9,2010s,1
Short,8,2010s,1
Long,10,2010s,3
Medium,11,2010s,2
Medium,8,2010s,1
Medium,10,2010s,2
Medium,15,2010s,1
Medium,9,2010s,2
Medium,12,2010s,3
Medium,10,2010s,2
Medium,11,2010s,3
Medium,13,2010s,3
Medium,10,2010s,3
Medium,12,2010s,3
Long,16,2010s,3
Medium,18,2000s,1
Medium,13,2010s,1
Medium,17,2000s,3
Medium,52,1970s,3
Medium,9,2010s,2
Medium,9,2010s,3
Medium,12,2010s,3
Medium,7,2010s,2
Medium,9,2010s,3
Medium,9,2010s,1
Medium,11,2010s,1
Medium,8,2010s,2
Medium,12,2010s,3
Long,18,2000s,3
Long,37,1980s,3
Medium,45,1980s,3
Medium,42,1980s,3
Medium,10,2010s,2
Medium,13,2010s,1
Medium,10,2010s,2
Long,17,2000s,1
Medium,18,2000s,3
Long,21,2000s,3
Long,13,2010s,3
Medium,10,2010s,1
Medium,11,2010s,3
Medium,22,2000s,3
